Region,Gender,Year,Lowerbound,Upperbound,Mean_Estimate,Country,age_group,CI_WIDTH,Obesity_level,CI_Width,Condition
South-East Asia,Both,2016,7.25252,9.43402,8.31137,BTN,Adult,2.1815000000000007,Low,2.1815000000000007,Obesity
Europe,Both,2016,27.87589,31.94877,29.8916,ROU,Adult,4.072880000000001,Moderate,4.072880000000001,Obesity
Africa,Both,2017,11.05801,14.01326,12.50113,STP,Adult,2.9552500000000013,Low,2.9552500000000013,Obesity
Western Pacific,Both,2016,26.52223,33.06693,29.74823,FJI,Adult,6.544699999999999,Moderate,6.544699999999999,Obesity
Americas,Female,2017,22.52877,27.2332,24.81667,VEN,Adult,4.704429999999999,Low,4.704429999999999,Obesity
Africa,Both,2014,23.34211,28.78121,26.02129,SYC,Adult,5.4391,Moderate,5.4391,Obesity
Africa,Female,2021,17.95892,24.75319,21.24918,CPV,Adult,6.794270000000001,Low,6.794270000000001,Obesity
Western Pacific,Female,2012,6.18528,7.77353,6.95379,PHL,Adult,1.5882500000000004,Low,1.5882500000000004,Obesity
South-East Asia,Female,2012,6.79994,10.16611,8.3899,BTN,Adult,3.3661699999999994,Low,3.3661699999999994,Obesity
Africa,Both,2016,12.77489,16.60887,14.63676,BWA,Adult,3.8339800000000004,Low,3.8339800000000004,Obesity
Western Pacific,Male,2015,37.34488,49.27217,43.23415,PYF,Adult,11.92729,High,11.92729,Obesity
South-East Asia,Both,2018,5.35895,6.14355,5.738,IND,Adult,0.7846000000000002,Low,0.7846000000000002,Obesity
Western Pacific,Female,2014,61.06549,71.09819,66.22433,TUV,Adult,10.032700000000006,High,10.032700000000006,Obesity
Europe,Male,2016,16.19868,22.47297,19.20541,NOR,Adult,6.274290000000001,Low,6.274290000000001,Obesity
,Female,2021,31.14771,34.01457,32.56815,EMR,Adult,2.866859999999999,High,2.866859999999999,Obesity
Europe,Male,2015,15.2973,20.31768,17.75132,AUT,Adult,5.020379999999999,Low,5.020379999999999,Obesity
Europe,Both,2020,17.88494,26.14844,21.86269,ISL,Adult,8.2635,Low,8.2635,Obesity
Europe,Male,2014,22.07822,28.9884,25.43627,SVK,Adult,6.910179999999997,Moderate,6.910179999999997,Obesity
Africa,Male,2016,11.20525,13.69368,12.41878,ZAF,Adult,2.488430000000001,Low,2.488430000000001,Obesity
Western Pacific,Male,2016,31.75317,40.06895,35.89281,MHL,Adult,8.31578,High,8.31578,Obesity
South-East Asia,Female,2020,4.87312,22.61223,12.08197,PRK,Adult,17.73911,Low,17.73911,Obesity
Western Pacific,Female,2016,1.03539,1.62209,1.30624,VNM,Adult,0.5867,Low,0.5867,Obesity
Western Pacific,Male,2019,9.14544,20.76231,14.27466,PNG,Adult,11.616869999999999,Low,11.616869999999999,Obesity
Europe,Female,2012,22.74049,27.41652,25.02825,IRL,Adult,4.676029999999997,Moderate,4.676029999999997,Obesity
Americas,Both,2021,24.97743,36.76933,30.7331,DMA,Adult,11.791899999999998,High,11.791899999999998,Obesity
Western Pacific,Female,2022,2.88947,4.65028,3.69266,JPN,Adult,1.7608100000000002,Low,1.7608100000000002,Obesity
Eastern Mediterranean,Female,2022,37.32355,53.69953,45.47442,LBY,Adult,16.375980000000006,High,16.375980000000006,Obesity
Americas,Female,2019,47.93652,56.63632,52.35,Bahamas,Adult,8.699799999999996,High,8.699799999999996,Obesity
Africa,Male,2016,5.35354,8.25364,6.71542,STP,Adult,2.900100000000001,Low,2.900100000000001,Obesity
Africa,Male,2019,2.23278,4.61946,3.31137,ZMB,Adult,2.38668,Low,2.38668,Obesity
Western Pacific,Female,2012,31.93885,38.79829,35.31867,FJI,Adult,6.859440000000003,High,6.859440000000003,Obesity
Europe,Female,2017,12.74807,18.03992,15.23215,SWE,Adult,5.291849999999998,Low,5.291849999999998,Obesity
,Female,2019,13.07838,14.00931,13.53532,WB_LMI,Adult,0.93093,Low,0.93093,Obesity
,Male,2012,9.87845,10.21123,10.04518,GLOBAL,Adult,0.33277999999999963,Low,0.33277999999999963,Obesity
Americas,Male,2013,14.58959,21.24139,17.8417,SLV,Adult,6.6518,Low,6.6518,Obesity
Africa,Both,2014,6.5788,8.23708,7.3848,TZA,Adult,1.6582800000000004,Low,1.6582800000000004,Obesity
Africa,Female,2022,15.80953,26.92314,21.15727,NAM,Adult,11.11361,Low,11.11361,Obesity
Americas,Male,2014,25.10159,37.00568,30.95247,PRI,Adult,11.904089999999997,High,11.904089999999997,Obesity
Western Pacific,Both,2019,17.5512,23.48567,20.44069,SLB,Adult,5.9344699999999975,Low,5.9344699999999975,Obesity
Europe,Male,2018,20.45714,34.6322,27.41163,LTU,Adult,14.175059999999998,Moderate,14.175059999999998,Obesity
Europe,Female,2022,20.76712,28.70363,24.61323,FIN,Adult,7.936510000000002,Low,7.936510000000002,Obesity
Americas,Female,2018,29.42686,39.15141,34.23398,URY,Adult,9.724549999999997,High,9.724549999999997,Obesity
Western Pacific,Male,2022,32.08627,44.91347,38.36528,MHL,Adult,12.827199999999998,High,12.827199999999998,Obesity
Africa,Female,2021,15.82251,25.96503,20.73308,NAM,Adult,10.14252,Low,10.14252,Obesity
Europe,Female,2022,30.08507,39.00697,34.49709,HUN,Adult,8.9219,High,8.9219,Obesity
Americas,Both,2019,31.00779,34.86592,32.92105,ARG,Adult,3.8581300000000027,High,3.8581300000000027,Obesity
Europe,Both,2021,16.42672,22.90634,19.49927,NOR,Adult,6.479620000000001,Low,6.479620000000001,Obesity
Europe,Male,2016,29.83935,39.7124,34.69588,MLT,Adult,9.873050000000003,High,9.873050000000003,Obesity
Western Pacific,Male,2019,14.08439,18.73862,16.33195,MYS,Adult,4.65423,Low,4.65423,Obesity
Africa,Male,2018,2.25338,7.96113,4.53829,AGO,Adult,5.70775,Low,5.70775,Obesity
Africa,Both,2019,2.26777,6.31519,3.77201,BDI,Adult,4.047420000000001,Low,4.047420000000001,Obesity
Europe,Female,2019,27.96865,36.31075,32.08096,UKR,Adult,8.342099999999999,High,8.342099999999999,Obesity
Europe,Female,2019,20.09396,26.66538,23.31059,ISR,Adult,6.57142,Low,6.57142,Obesity
Europe,Both,2019,16.36618,20.99753,18.59565,TJK,Adult,4.631350000000001,Low,4.631350000000001,Obesity
Europe,Male,2012,18.25271,23.47582,20.81056,BGR,Adult,5.223109999999998,Low,5.223109999999998,Obesity
Europe,Both,2020,22.64365,29.86029,26.19586,EST,Adult,7.216639999999998,Moderate,7.216639999999998,Obesity
Eastern Mediterranean,Male,2018,1.73043,7.06522,3.81,SOM,Adult,5.33479,Low,5.33479,Obesity
Western Pacific,Male,2020,28.9481,43.17068,35.873,FSM,Adult,14.222579999999997,High,14.222579999999997,Obesity
Africa,Male,2014,4.8624,7.71609,6.20318,CMR,Adult,2.8536900000000003,Low,2.8536900000000003,Obesity
Africa,Female,2019,9.97208,15.00691,12.38351,SEN,Adult,5.0348299999999995,Low,5.0348299999999995,Obesity
Americas,Female,2015,32.63744,45.55742,38.84924,DMA,Adult,12.919980000000002,High,12.919980000000002,Obesity
Western Pacific,Both,2014,8.2505,10.08669,9.12009,SGP,Adult,1.8361900000000002,Low,1.8361900000000002,Obesity
Africa,Female,2014,10.47716,12.96477,11.69403,KEN,Adult,2.48761,Low,2.48761,Obesity
Europe,Male,2019,14.3232,18.23517,16.24898,DNK,Adult,3.91197,Low,3.91197,Obesity
Americas,Male,2017,13.65677,20.4848,16.91347,GTM,Adult,6.82803,Low,6.82803,Obesity
South-East Asia,Both,2021,9.61091,13.10141,11.31482,BTN,Adult,3.490499999999999,Low,3.490499999999999,Obesity
,Both,2022,26.35063,28.77487,27.52794,EMR,Adult,2.424240000000001,Moderate,2.424240000000001,Obesity
Western Pacific,Female,2022,4.90324,6.69321,5.74013,KOR,Adult,1.7899699999999994,Low,1.7899699999999994,Obesity
Americas,Female,2018,31.34063,38.80964,35.01284,CRI,Adult,7.469010000000001,High,7.469010000000001,Obesity
Western Pacific,Both,2018,18.22583,21.32592,19.75469,MYS,Adult,3.1000900000000016,Low,3.1000900000000016,Obesity
Europe,Female,2013,21.43682,25.77936,23.55701,ISR,Adult,4.34254,Low,4.34254,Obesity
Europe,Male,2016,26.44096,31.77042,29.10771,GRC,Adult,5.329460000000001,Moderate,5.329460000000001,Obesity
South-East Asia,Male,2022,6.68329,11.73001,9.04696,BTN,Adult,5.04672,Low,5.04672,Obesity
Western Pacific,Male,2014,1.23243,2.46195,1.77208,KHM,Adult,1.22952,Low,1.22952,Obesity
Western Pacific,Female,2022,6.53378,9.3699,7.90158,CHN,Adult,2.8361199999999993,Low,2.8361199999999993,Obesity
Europe,Male,2015,17.33865,22.90092,20.03474,MDA,Adult,5.562269999999998,Low,5.562269999999998,Obesity
Americas,Both,2012,19.78023,36.39233,27.73521,BMU,Adult,16.6121,Moderate,16.6121,Obesity
South-East Asia,Male,2015,2.14006,12.37378,5.88626,PRK,Adult,10.23372,Low,10.23372,Obesity
Western Pacific,Male,2017,4.54607,5.75897,5.12716,JPN,Adult,1.2128999999999994,Low,1.2128999999999994,Obesity
Americas,Both,2016,23.78143,28.88648,26.25801,SLV,Adult,5.1050499999999985,Moderate,5.1050499999999985,Obesity
,Female,2013,14.1836,14.56435,14.37324,GLOBAL,Adult,0.38074999999999903,Low,0.38074999999999903,Obesity
,Male,2016,3.7688,4.82158,4.24553,WB_LI,Adult,1.0527799999999998,Low,1.0527799999999998,Obesity
Europe,Male,2018,15.60916,21.80875,18.58715,AUT,Adult,6.199590000000001,Low,6.199590000000001,Obesity
Europe,Female,2017,18.50423,30.14464,24.21451,BIH,Adult,11.64041,Low,11.64041,Obesity
Europe,Female,2017,20.7757,29.41614,24.97119,SVK,Adult,8.640439999999998,Low,8.640439999999998,Obesity
Eastern Mediterranean,Both,2015,28.74479,35.8973,32.27429,LBY,Adult,7.152510000000003,High,7.152510000000003,Obesity
Africa,Female,2022,41.40695,50.24661,45.73158,ZAF,Adult,8.839659999999995,High,8.839659999999995,Obesity
Americas,Female,2016,28.31419,36.63282,32.45503,NIC,Adult,8.318630000000002,High,8.318630000000002,Obesity
Europe,Male,2019,19.56262,32.67893,25.91833,LVA,Adult,13.116310000000002,Moderate,13.116310000000002,Obesity
Western Pacific,Both,2018,4.74827,7.82158,6.15941,LAO,Adult,3.07331,Low,3.07331,Obesity
South-East Asia,Female,2017,4.70747,5.91354,5.29525,BGD,Adult,1.2060700000000004,Low,1.2060700000000004,Obesity
Africa,Female,2021,8.65958,13.40232,10.89398,MLI,Adult,4.7427399999999995,Low,4.7427399999999995,Obesity
,Female,2022,14.39732,16.25338,15.31774,AFR,Adult,1.8560599999999994,Low,1.8560599999999994,Obesity
Americas,Male,2019,14.40931,18.78855,16.51877,COL,Adult,4.379240000000001,Low,4.379240000000001,Obesity
Americas,Both,2013,28.59096,30.40974,29.50692,MEX,Adult,1.8187800000000003,Moderate,1.8187800000000003,Obesity
Americas,Male,2012,19.90072,25.75529,22.79779,URY,Adult,5.854569999999999,Low,5.854569999999999,Obesity
South-East Asia,Female,2012,3.27538,4.18949,3.71026,NPL,Adult,0.91411,Low,0.91411,Obesity
Western Pacific,Male,2018,4.6007,7.45687,5.91937,PHL,Adult,2.8561700000000005,Low,2.8561700000000005,Obesity
South-East Asia,Both,2022,6.45032,8.01744,7.20651,IND,Adult,1.567120000000001,Low,1.567120000000001,Obesity
Americas,Both,2017,21.54004,22.96904,22.25411,PER,Adult,1.4289999999999985,Low,1.4289999999999985,Obesity
Americas,Female,2012,20.74575,23.74274,22.19557,GTM,Adult,2.9969900000000003,Low,2.9969900000000003,Obesity
Europe,Male,2016,12.91775,18.44455,15.54161,NLD,Adult,5.5268,Low,5.5268,Obesity
Africa,Female,2022,20.81436,32.79294,26.48991,BWA,Adult,11.978580000000001,Moderate,11.978580000000001,Obesity
Europe,Both,2018,26.87592,31.15901,28.96456,CZE,Adult,4.283089999999998,Moderate,4.283089999999998,Obesity
Europe,Female,2014,26.42799,28.24016,27.32193,GBR,Adult,1.8121699999999983,Moderate,1.8121699999999983,Obesity
,Male,2022,29.61721,33.21832,31.40799,AMR,Adult,3.6011099999999985,High,3.6011099999999985,Obesity
Eastern Mediterranean,Female,2019,26.81673,34.88909,30.80369,LBN,Adult,8.072360000000003,High,8.072360000000003,Obesity
Europe,Male,2015,14.04121,17.73238,15.85499,CHE,Adult,3.6911699999999996,Low,3.6911699999999996,Obesity
Western Pacific,Both,2015,26.21086,32.04209,29.08655,FJI,Adult,5.8312300000000015,Moderate,5.8312300000000015,Obesity
Americas,Female,2020,30.03235,40.30478,35.11672,SLV,Adult,10.27243,High,10.27243,Obesity
Eastern Mediterranean,Both,2016,36.81369,40.17025,38.44793,EGY,Adult,3.3565600000000018,High,3.3565600000000018,Obesity
South-East Asia,Male,2020,4.48025,7.22981,5.74251,IDN,Adult,2.74956,Low,2.74956,Obesity
Western Pacific,Male,2019,62.4823,74.2695,68.43371,NRU,Adult,11.787199999999991,High,11.787199999999991,Obesity
Western Pacific,Male,2020,17.85913,31.36629,24.33582,FJI,Adult,13.507159999999999,Low,13.507159999999999,Obesity
Americas,Male,2021,33.3203,44.21981,38.65686,Bahamas,Adult,10.89951,High,10.89951,Obesity
Eastern Mediterranean,Female,2012,13.34572,15.94743,14.62096,PAK,Adult,2.6017100000000006,Low,2.6017100000000006,Obesity
Americas,Both,2012,27.8394,29.65049,28.7476,MEX,Adult,1.81109,Moderate,1.81109,Obesity
Americas,Both,2019,24.33746,31.42803,27.89324,TTO,Adult,7.09057,Moderate,7.09057,Obesity
Africa,Both,2018,8.30083,10.19193,9.20955,KEN,Adult,1.8910999999999998,Low,1.8910999999999998,Obesity
Europe,Male,2018,10.85858,13.50682,12.15079,FRA,Adult,2.6482399999999995,Low,2.6482399999999995,Obesity
South-East Asia,Male,2019,4.24701,6.61599,5.3463,IDN,Adult,2.3689799999999996,Low,2.3689799999999996,Obesity
Europe,Female,2021,21.13413,30.28037,25.75416,KGZ,Adult,9.146240000000002,Moderate,9.146240000000002,Obesity
Africa,Both,2016,11.05887,15.22898,13.0506,NAM,Adult,4.170109999999999,Low,4.170109999999999,Obesity
Africa,Male,2020,1.59107,10.07525,4.63059,BDI,Adult,8.48418,Low,8.48418,Obesity
Eastern Mediterranean,Female,2018,23.67425,30.74381,27.15046,MAR,Adult,7.069559999999999,Moderate,7.069559999999999,Obesity
,Both,2019,9.32168,10.10841,9.70802,AFR,Adult,0.7867299999999986,Low,0.7867299999999986,Obesity
Americas,Male,2015,25.32355,37.89898,31.41851,PRI,Adult,12.57543,High,12.57543,Obesity
Europe,Both,2017,26.40619,30.38255,28.36891,CZE,Adult,3.9763599999999997,Moderate,3.9763599999999997,Obesity
Americas,Female,2016,26.52357,41.76987,33.92955,SUR,Adult,15.246299999999998,High,15.246299999999998,Obesity
Americas,Female,2021,40.13839,46.54608,43.28282,USA,Adult,6.407690000000002,High,6.407690000000002,Obesity
Eastern Mediterranean,Female,2015,33.00063,44.92044,38.91687,BHR,Adult,11.919809999999998,High,11.919809999999998,Obesity
Africa,Male,2012,3.47264,6.47287,4.84404,GMB,Adult,3.00023,Low,3.00023,Obesity
Western Pacific,Male,2020,56.09548,71.12467,63.81518,COK,Adult,15.029189999999993,High,15.029189999999993,Obesity
Africa,Female,2019,5.87697,15.3946,10.00922,SSD,Adult,9.51763,Low,9.51763,Obesity
Africa,Female,2019,8.71686,14.97248,11.65079,COG,Adult,6.255619999999999,Low,6.255619999999999,Obesity
Americas,Both,2013,37.11052,39.06247,38.10389,USA,Adult,1.9519499999999965,High,1.9519499999999965,Obesity
,Both,2022,15.61046,16.42646,16.0211,GLOBAL,Adult,0.815999999999999,Low,0.815999999999999,Obesity
Western Pacific,Female,2019,72.26053,86.18,79.60051,ASM,Adult,13.919470000000004,High,13.919470000000004,Obesity
Europe,Female,2022,23.67765,35.34266,29.34323,IRL,Adult,11.665010000000002,Moderate,11.665010000000002,Obesity
Europe,Female,2015,23.79774,29.31583,26.49574,EST,Adult,5.518089999999997,Moderate,5.518089999999997,Obesity
Europe,Male,2012,25.15881,30.29693,27.7428,IRL,Adult,5.138120000000001,Moderate,5.138120000000001,Obesity
Africa,Female,2019,24.22468,32.70333,28.3132,LSO,Adult,8.478650000000002,Moderate,8.478650000000002,Obesity
Eastern Mediterranean,Male,2020,13.12681,25.58617,18.83496,TUN,Adult,12.459359999999998,Low,12.459359999999998,Obesity
Europe,Both,2012,23.95135,27.06124,25.50392,CZE,Adult,3.10989,Moderate,3.10989,Obesity
Africa,Both,2014,9.61272,11.54097,10.54228,LBR,Adult,1.9282500000000002,Low,1.9282500000000002,Obesity
Eastern Mediterranean,Male,2021,2.02864,8.62792,4.61947,SOM,Adult,6.599279999999999,Low,6.599279999999999,Obesity
Africa,Male,2016,1.18492,2.26879,1.6768,MWI,Adult,1.0838700000000001,Low,1.0838700000000001,Obesity
Eastern Mediterranean,Female,2021,45.93452,56.29822,51.13331,KWT,Adult,10.363700000000001,High,10.363700000000001,Obesity
Europe,Both,2012,23.68721,25.76952,24.69838,POL,Adult,2.0823099999999997,Low,2.0823099999999997,Obesity
Western Pacific,Both,2017,4.52306,7.28927,5.80556,LAO,Adult,2.76621,Low,2.76621,Obesity
Africa,Male,2019,14.0778,24.67777,19.12794,SYC,Adult,10.599969999999999,Low,10.599969999999999,Obesity
Africa,Both,2022,6.93112,14.86623,10.53502,AGO,Adult,7.93511,Low,7.93511,Obesity
Americas,Both,2018,21.56052,31.46397,26.36193,SUR,Adult,9.90345,Moderate,9.90345,Obesity
Eastern Mediterranean,Both,2018,7.5319,14.43712,10.70275,SOM,Adult,6.90522,Low,6.90522,Obesity
Eastern Mediterranean,Both,2016,34.57339,40.15159,37.3231,SAU,Adult,5.578199999999995,High,5.578199999999995,Obesity
Africa,Both,2018,7.48346,10.90264,9.04399,CIV,Adult,3.41918,Low,3.41918,Obesity
Americas,Male,2013,9.38258,17.4834,13.16277,DMA,Adult,8.100819999999999,Low,8.100819999999999,Obesity
Europe,Female,2017,19.65667,25.89613,22.79954,KGZ,Adult,6.239460000000001,Low,6.239460000000001,Obesity
Americas,Both,2022,32.50506,44.30386,38.22936,BRB,Adult,11.7988,High,11.7988,Obesity
Europe,Both,2016,30.84385,36.09694,33.43031,GEO,Adult,5.253089999999997,High,5.253089999999997,Obesity
Africa,Female,2016,4.99926,6.6622,5.80588,BFA,Adult,1.6629400000000008,Low,1.6629400000000008,Obesity
Europe,Female,2015,17.39196,22.006,19.61491,KAZ,Adult,4.614039999999999,Low,4.614039999999999,Obesity
Africa,Male,2022,1.79283,7.57644,4.00193,MDG,Adult,5.7836099999999995,Low,5.7836099999999995,Obesity
Europe,Female,2017,15.42161,24.58071,19.72455,ISL,Adult,9.1591,Low,9.1591,Obesity
Africa,Both,2013,4.7085,6.2259,5.43666,MOZ,Adult,1.5174000000000003,Low,1.5174000000000003,Obesity
Africa,Female,2017,10.1944,13.66917,11.85517,CIV,Adult,3.4747699999999995,Low,3.4747699999999995,Obesity
Europe,Male,2013,19.47842,22.31815,20.86967,SVN,Adult,2.8397299999999994,Low,2.8397299999999994,Obesity
Europe,Both,2016,20.85774,25.08135,22.9329,SRB,Adult,4.223610000000001,Low,4.223610000000001,Obesity
Europe,Female,2015,27.20995,34.85632,31.00669,UKR,Adult,7.6463699999999974,High,7.6463699999999974,Obesity
Africa,Both,2017,10.67519,13.69071,12.13457,CPV,Adult,3.0155199999999986,Low,3.0155199999999986,Obesity
Africa,Male,2021,5.34994,15.80182,9.89234,GAB,Adult,10.45188,Low,10.45188,Obesity
Europe,Both,2019,21.51164,26.4939,24.02678,DEU,Adult,4.98226,Low,4.98226,Obesity
Americas,Both,2018,29.80647,34.74259,32.23535,PAN,Adult,4.936119999999999,High,4.936119999999999,Obesity
Europe,Male,2013,11.07721,23.28417,16.81039,MNE,Adult,12.20696,Low,12.20696,Obesity
Western Pacific,Female,2018,16.8433,30.37033,23.2149,PNG,Adult,13.52703,Low,13.52703,Obesity
Europe,Male,2017,28.37988,35.16548,31.69399,ROU,Adult,6.785600000000002,High,6.785600000000002,Obesity
Eastern Mediterranean,Male,2017,19.38559,30.39492,24.68056,LBY,Adult,11.009329999999999,Low,11.009329999999999,Obesity
Americas,Female,2013,37.5438,40.27664,38.90536,USA,Adult,2.732840000000003,High,2.732840000000003,Obesity
Africa,Both,2019,11.80635,20.12395,15.56521,GNQ,Adult,8.3176,Low,8.3176,Obesity
Europe,Both,2022,34.21075,42.20679,38.23628,ROU,Adult,7.996040000000001,High,7.996040000000001,Obesity
Africa,Both,2017,7.24624,9.30201,8.23948,BEN,Adult,2.055769999999999,Low,2.055769999999999,Obesity
Americas,Female,2017,25.46784,53.29717,38.82485,ATG,Adult,27.829330000000002,High,27.829330000000002,Obesity
Americas,Both,2014,29.33125,31.17574,30.26125,MEX,Adult,1.8444900000000004,High,1.8444900000000004,Obesity
Europe,Female,2022,28.80933,39.37558,33.93406,UKR,Adult,10.56625,High,10.56625,Obesity
Americas,Both,2017,19.55859,22.25367,20.89002,COL,Adult,2.695080000000001,Low,2.695080000000001,Obesity
Europe,Male,2020,15.35425,26.33384,20.58942,KGZ,Adult,10.979589999999998,Low,10.979589999999998,Obesity
Europe,Both,2022,18.92414,25.30713,22.00038,BEL,Adult,6.3829899999999995,Low,6.3829899999999995,Obesity
Western Pacific,Female,2014,40.20754,47.50418,43.77021,PLW,Adult,7.2966399999999965,High,7.2966399999999965,Obesity
Americas,Male,2019,28.87272,34.4609,31.68076,ARG,Adult,5.588180000000001,High,5.588180000000001,Obesity
Europe,Female,2015,18.40346,23.39933,20.81266,BEL,Adult,4.99587,Low,4.99587,Obesity
Europe,Female,2019,19.0543,24.32591,21.58147,BGR,Adult,5.271609999999999,Low,5.271609999999999,Obesity
Europe,Both,2019,21.08991,25.15924,23.09244,FIN,Adult,4.069330000000001,Low,4.069330000000001,Obesity
Africa,Female,2019,16.75857,25.39219,20.79567,COM,Adult,8.63362,Low,8.63362,Obesity
Europe,Female,2017,11.86827,23.81629,17.37935,AND,Adult,11.948019999999998,Low,11.948019999999998,Obesity
Europe,Female,2016,24.43488,28.59497,26.50655,POL,Adult,4.16009,Moderate,4.16009,Obesity
Europe,Both,2017,30.46772,34.69142,32.60182,HUN,Adult,4.223700000000001,High,4.223700000000001,Obesity
Africa,Female,2020,14.38283,21.51968,17.71404,ZWE,Adult,7.136850000000001,Low,7.136850000000001,Obesity
Western Pacific,Both,2017,41.25196,50.94308,46.00176,PYF,Adult,9.691120000000005,High,9.691120000000005,Obesity
Americas,Male,2020,20.26987,34.37799,27.14239,PRY,Adult,14.108119999999996,Moderate,14.108119999999996,Obesity
Europe,Male,2022,21.29719,30.40966,25.64675,TUR,Adult,9.112469999999998,Moderate,9.112469999999998,Obesity
Africa,Female,2012,15.26612,19.44884,17.29835,NAM,Adult,4.18272,Low,4.18272,Obesity
Americas,Male,2018,37.67063,42.01368,39.83396,USA,Adult,4.343049999999998,High,4.343049999999998,Obesity
,Male,2022,25.80745,28.61298,27.21731,WB_HI,Adult,2.805530000000001,Moderate,2.805530000000001,Obesity
Americas,Female,2020,34.46699,51.91269,43.02047,DMA,Adult,17.445699999999995,High,17.445699999999995,Obesity
Eastern Mediterranean,Both,2017,26.93882,32.64372,29.71277,ARE,Adult,5.704900000000002,Moderate,5.704900000000002,Obesity
Americas,Both,2018,19.95465,22.96879,21.44693,COL,Adult,3.0141399999999976,Low,3.0141399999999976,Obesity
Africa,Female,2022,2.69469,4.88656,3.69332,MDG,Adult,2.19187,Low,2.19187,Obesity
Eastern Mediterranean,Female,2018,6.12072,23.63907,13.28369,DJI,Adult,17.518349999999998,Low,17.518349999999998,Obesity
Eastern Mediterranean,Male,2019,25.07785,31.94983,28.44223,EGY,Adult,6.871979999999997,Moderate,6.871979999999997,Obesity
Europe,Male,2014,25.46217,30.19238,27.83275,GRC,Adult,4.73021,Moderate,4.73021,Obesity
Europe,Female,2017,19.09548,23.31977,21.1724,ITA,Adult,4.22429,Low,4.22429,Obesity
Americas,Male,2015,18.62258,23.38756,20.90831,VEN,Adult,4.764980000000001,Low,4.764980000000001,Obesity
Europe,Male,2017,19.94455,25.31883,22.58564,ESP,Adult,5.374279999999999,Low,5.374279999999999,Obesity
Western Pacific,Both,2019,18.67437,22.18265,20.40472,MYS,Adult,3.508279999999999,Low,3.508279999999999,Obesity
Western Pacific,Female,2012,17.13801,20.48175,18.78345,MNG,Adult,3.3437400000000004,Low,3.3437400000000004,Obesity
Eastern Mediterranean,Both,2013,8.26165,11.36749,9.73892,AFG,Adult,3.1058400000000006,Low,3.1058400000000006,Obesity
Western Pacific,Female,2021,22.09287,29.29664,25.6431,MNG,Adult,7.203769999999999,Moderate,7.203769999999999,Obesity
Western Pacific,Both,2018,26.12688,32.09218,29.05845,BRN,Adult,5.965299999999999,Moderate,5.965299999999999,Obesity
Europe,Both,2020,23.9115,28.44613,26.15491,BLR,Adult,4.53463,Moderate,4.53463,Obesity
Africa,Male,2020,5.29789,14.98513,9.50754,GAB,Adult,9.68724,Low,9.68724,Obesity
Africa,Male,2015,2.74949,4.96806,3.74175,TZA,Adult,2.21857,Low,2.21857,Obesity
Europe,Male,2012,24.56755,26.33658,25.44238,GBR,Adult,1.7690300000000008,Moderate,1.7690300000000008,Obesity
Africa,Both,2020,8.56173,12.11496,10.25206,TZA,Adult,3.5532299999999992,Low,3.5532299999999992,Obesity
Western Pacific,Female,2022,22.47106,30.41045,26.3945,MNG,Adult,7.9393899999999995,Moderate,7.9393899999999995,Obesity
Africa,Female,2017,4.9434,7.86768,6.29742,COD,Adult,2.9242800000000004,Low,2.9242800000000004,Obesity
Americas,Male,2014,11.9343,16.62368,14.14696,JAM,Adult,4.68938,Low,4.68938,Obesity
Europe,Female,2013,21.99703,26.76316,24.35987,PRT,Adult,4.76613,Low,4.76613,Obesity
Americas,Male,2012,24.596,35.57588,30.02929,PRI,Adult,10.979879999999998,High,10.979879999999998,Obesity
,Female,2018,29.17377,31.0976,30.13237,EMR,Adult,1.9238299999999988,High,1.9238299999999988,Obesity
Americas,Male,2016,11.06152,32.05713,20.5656,ATG,Adult,20.99561,Low,20.99561,Obesity
Americas,Male,2014,12.06508,18.38646,15.05969,VCT,Adult,6.3213799999999996,Low,6.3213799999999996,Obesity
Eastern Mediterranean,Female,2022,38.11671,50.74144,44.46218,SAU,Adult,12.62473,High,12.62473,Obesity
Eastern Mediterranean,Male,2013,29.1736,34.74025,31.93218,SAU,Adult,5.566650000000003,High,5.566650000000003,Obesity
Africa,Female,2020,17.3302,23.48835,20.33057,CPV,Adult,6.158149999999999,Low,6.158149999999999,Obesity
Africa,Both,2020,16.14002,21.55109,18.82541,MUS,Adult,5.411069999999999,Low,5.411069999999999,Obesity
Americas,Both,2012,20.22489,23.06915,21.62882,DOM,Adult,2.844260000000002,Low,2.844260000000002,Obesity
South-East Asia,Male,2013,3.94627,6.47617,5.1263,BTN,Adult,2.5298999999999996,Low,2.5298999999999996,Obesity
Africa,Female,2014,4.39216,5.85592,5.0857,BFA,Adult,1.4637600000000006,Low,1.4637600000000006,Obesity
Europe,Both,2018,18.40244,22.15731,20.26958,ESP,Adult,3.7548700000000004,Low,3.7548700000000004,Obesity
Africa,Male,2018,2.11504,4.24136,3.07912,ZMB,Adult,2.12632,Low,2.12632,Obesity
Europe,Female,2021,25.40005,33.09032,29.24049,POL,Adult,7.690269999999998,Moderate,7.690269999999998,Obesity
Americas,Male,2022,30.71551,39.01362,34.82245,ARG,Adult,8.298110000000005,High,8.298110000000005,Obesity
Americas,Both,2018,33.70367,43.64991,38.65357,PRI,Adult,9.946239999999996,High,9.946239999999996,Obesity
Africa,Both,2019,2.2328,4.45463,3.14214,MDG,Adult,2.2218299999999997,Low,2.2218299999999997,Obesity
