Region,Gender,Year,Lowerbound,Upperbound,Mean_Estimate,Country,age_group,CI_WIDTH,Obesity_level,CI_Width,Condition
Americas,Both,2018,10.75158,23.90196,16.90867,TTO,Child,13.150379999999998,Low,13.150379999999998,Obesity
Africa,Female,2015,0.43116,1.20671,0.7571,BFA,Child,0.77555,Low,0.77555,Obesity
Americas,Both,2020,7.65898,12.05225,9.75468,ECU,Child,4.393270000000001,Low,4.393270000000001,Obesity
Western Pacific,Both,2021,2.34751,4.86054,3.47917,VNM,Child,2.51303,Low,2.51303,Obesity
Americas,Male,2019,18.55399,24.90234,21.75894,USA,Child,6.34835,Low,6.34835,Obesity
Africa,Female,2018,1.1845,7.37996,3.40703,COD,Child,6.19546,Low,6.19546,Obesity
Western Pacific,Male,2020,9.26911,36.01191,21.80636,WSM,Child,26.742800000000003,Low,26.742800000000003,Obesity
Africa,Male,2014,0.34742,8.26354,2.73644,GNB,Child,7.916120000000001,Low,7.916120000000001,Obesity
Africa,Female,2014,0.77244,2.57839,1.48389,MOZ,Child,1.8059500000000002,Low,1.8059500000000002,Obesity
Europe,Both,2016,14.87915,18.66421,16.72952,ITA,Child,3.7850600000000014,Low,3.7850600000000014,Obesity
Europe,Female,2018,1.92875,11.09378,5.49798,Greenland,Child,9.165030000000002,Low,9.165030000000002,Obesity
Africa,Female,2017,2.31334,4.16458,3.16421,GHA,Child,1.8512399999999998,Low,1.8512399999999998,Obesity
South-East Asia,Male,2015,2.18765,11.13962,5.76094,MMR,Child,8.951970000000001,Low,8.951970000000001,Obesity
Africa,Both,2021,1.50594,12.71052,5.51214,GAB,Child,11.20458,Low,11.20458,Obesity
Eastern Mediterranean,Male,2018,5.78362,24.8133,13.99131,LBY,Child,19.029680000000003,Low,19.029680000000003,Obesity
Europe,Male,2016,10.95888,14.14384,12.51456,ROU,Child,3.1849600000000002,Low,3.1849600000000002,Obesity
Europe,Male,2021,10.2051,15.12185,12.58418,AUT,Child,4.91675,Low,4.91675,Obesity
Eastern Mediterranean,Both,2019,13.84902,24.03235,18.76074,SAU,Child,10.183330000000002,Low,10.183330000000002,Obesity
Eastern Mediterranean,Male,2017,12.11875,15.95393,13.98612,"Iran, Islamic Republic of",Child,3.8351799999999994,Low,3.8351799999999994,Obesity
Western Pacific,Female,2018,22.9693,35.16877,28.93233,TON,Child,12.199470000000002,Moderate,12.199470000000002,Obesity
Africa,Female,2022,0.90024,5.38099,2.55743,ZWE,Child,4.48075,Low,4.48075,Obesity
Americas,Both,2013,5.36786,8.60873,6.86268,GTM,Child,3.2408699999999993,Low,3.2408699999999993,Obesity
,Female,2022,5.80212,7.69033,6.67599,EUR,Child,1.88821,Low,1.88821,Obesity
Europe,Both,2016,4.7558,19.27642,10.96935,AND,Child,14.520620000000001,Low,14.520620000000001,Obesity
South-East Asia,Male,2012,0.23271,1.36563,0.66256,TLS,Child,1.13292,Low,1.13292,Obesity
Europe,Both,2021,2.3975,6.85387,4.32974,NLD,Child,4.45637,Low,4.45637,Obesity
Americas,Male,2022,4.51251,11.63015,7.67718,COL,Child,7.117640000000001,Low,7.117640000000001,Obesity
Eastern Mediterranean,Both,2015,15.08951,20.58527,17.80144,BHR,Child,5.495760000000001,Low,5.495760000000001,Obesity
Europe,Both,2017,1.12454,2.28584,1.63474,TJK,Child,1.1612999999999998,Low,1.1612999999999998,Obesity
Africa,Both,2019,1.30589,6.9215,3.49945,CPV,Child,5.61561,Low,5.61561,Obesity
South-East Asia,Both,2013,0.37301,1.71807,0.90613,TLS,Child,1.34506,Low,1.34506,Obesity
Africa,Both,2020,1.41368,6.89588,3.1624,GMB,Child,5.4822,Low,5.4822,Obesity
Americas,Female,2019,6.74799,20.44354,12.91848,DOM,Child,13.695549999999999,Low,13.695549999999999,Obesity
Americas,Both,2018,10.70969,26.74226,18.26615,BOL,Child,16.03257,Low,16.03257,Obesity
Africa,Both,2020,14.68509,17.65244,16.14534,SYC,Child,2.967349999999998,Low,2.967349999999998,Obesity
Africa,Female,2014,1.54793,5.32128,3.13614,COM,Child,3.7733499999999998,Low,3.7733499999999998,Obesity
Europe,Both,2022,2.55487,11.01915,6.02181,BLR,Child,8.464279999999999,Low,8.464279999999999,Obesity
Americas,Female,2016,4.40266,27.17085,14.03242,GRD,Child,22.76819,Low,22.76819,Obesity
Europe,Female,2018,4.1756,8.08233,5.95432,SVK,Child,3.9067300000000005,Low,3.9067300000000005,Obesity
Europe,Female,2019,3.06912,6.05612,4.41025,RUS,Child,2.987,Low,2.987,Obesity
Americas,Female,2021,5.37713,29.66953,15.86961,DOM,Child,24.2924,Low,24.2924,Obesity
Western Pacific,Female,2021,6.32569,38.32365,20.24293,TKL,Child,31.99796,Low,31.99796,Obesity
Africa,Male,2015,3.41501,6.41994,4.78346,GHA,Child,3.0049300000000003,Low,3.0049300000000003,Obesity
Africa,Female,2022,1.41281,5.14099,2.89861,KEN,Child,3.7281800000000005,Low,3.7281800000000005,Obesity
Europe,Male,2020,10.62762,14.63957,12.54574,AUT,Child,4.011950000000001,Low,4.011950000000001,Obesity
Africa,Female,2020,1.43883,4.75497,2.75766,KEN,Child,3.31614,Low,3.31614,Obesity
Eastern Mediterranean,Both,2017,9.98189,20.50384,14.90446,LBN,Child,10.52195,Low,10.52195,Obesity
South-East Asia,Both,2018,9.49197,13.4517,11.40408,IDN,Child,3.9597300000000004,Low,3.9597300000000004,Obesity
Africa,Female,2015,0.78231,9.41778,3.72652,SSD,Child,8.63547,Low,8.63547,Obesity
Eastern Mediterranean,Female,2017,3.27296,9.24438,5.91129,MAR,Child,5.97142,Low,5.97142,Obesity
Africa,Female,2013,0.42446,1.64117,0.89032,COG,Child,1.21671,Low,1.21671,Obesity
Europe,Male,2019,11.56516,17.51096,14.42822,HRV,Child,5.9458,Low,5.9458,Obesity
Africa,Male,2014,0.4214,3.66625,1.54755,ZWE,Child,3.2448499999999996,Low,3.2448499999999996,Obesity
Western Pacific,Female,2019,13.90617,43.24979,28.2064,ASM,Child,29.343619999999998,Moderate,29.343619999999998,Obesity
Europe,Both,2018,14.08895,18.97205,16.5127,CYP,Child,4.883099999999999,Low,4.883099999999999,Obesity
Africa,Male,2017,0.47155,8.26411,2.95468,GAB,Child,7.792560000000001,Low,7.792560000000001,Obesity
Americas,Female,2020,10.36236,32.23106,20.53265,BLZ,Child,21.868699999999997,Low,21.868699999999997,Obesity
Americas,Both,2017,7.98273,16.12079,11.86574,VEN,Child,8.13806,Low,8.13806,Obesity
Western Pacific,Male,2013,1.80237,20.19667,8.43829,KHM,Child,18.3943,Low,18.3943,Obesity
Europe,Male,2012,4.10255,6.55923,5.27501,ALB,Child,2.4566800000000004,Low,2.4566800000000004,Obesity
Europe,Female,2012,3.44666,5.8174,4.56382,EST,Child,2.37074,Low,2.37074,Obesity
Western Pacific,Both,2021,21.28992,42.1329,31.98679,TKL,Child,20.84298,High,20.84298,Obesity
Europe,Male,2018,4.89535,9.76173,7.06619,NOR,Child,4.86638,Low,4.86638,Obesity
Western Pacific,Female,2018,9.60677,14.71918,12.06143,MYS,Child,5.112410000000001,Low,5.112410000000001,Obesity
Africa,Female,2014,1.24331,3.98409,2.31569,KEN,Child,2.74078,Low,2.74078,Obesity
Africa,Both,2017,1.50933,6.67757,3.55886,STP,Child,5.16824,Low,5.16824,Obesity
Americas,Female,2013,4.22782,25.43295,13.09856,GRD,Child,21.20513,Low,21.20513,Obesity
Africa,Both,2018,1.36829,3.78173,2.38762,ETH,Child,2.41344,Low,2.41344,Obesity
Eastern Mediterranean,Female,2013,3.344,22.29479,10.86472,SYR,Child,18.950789999999998,Low,18.950789999999998,Obesity
Europe,Male,2022,12.0147,19.70173,15.74293,ROU,Child,7.687030000000002,Low,7.687030000000002,Obesity
Western Pacific,Both,2012,5.01064,9.85589,7.15712,FJI,Child,4.84525,Low,4.84525,Obesity
Western Pacific,Both,2015,11.24262,12.91112,12.06673,AUS,Child,1.6684999999999999,Low,1.6684999999999999,Obesity
Americas,Male,2021,20.56642,35.33954,27.91779,CUB,Child,14.773119999999999,Moderate,14.773119999999999,Obesity
Europe,Male,2014,5.25427,7.88184,6.48503,NOR,Child,2.6275700000000004,Low,2.6275700000000004,Obesity
Americas,Male,2016,8.95816,19.85352,14.01339,VCT,Child,10.89536,Low,10.89536,Obesity
Europe,Male,2021,6.59361,11.63351,8.88514,IRL,Child,5.039899999999999,Low,5.039899999999999,Obesity
Africa,Male,2012,1.21504,13.91723,5.65534,STP,Child,12.70219,Low,12.70219,Obesity
Western Pacific,Male,2022,26.83133,57.3354,42.87354,NIU,Child,30.50407,High,30.50407,Obesity
Americas,Female,2012,6.24653,7.55135,6.88055,BRA,Child,1.3048200000000003,Low,1.3048200000000003,Obesity
Africa,Female,2022,0.19586,6.17894,1.78597,NER,Child,5.98308,Low,5.98308,Obesity
Eastern Mediterranean,Female,2013,3.58529,9.45762,6.188,TUN,Child,5.87233,Low,5.87233,Obesity
Eastern Mediterranean,Male,2013,0.13992,3.62949,1.1052,DJI,Child,3.48957,Low,3.48957,Obesity
Europe,Male,2022,7.79329,16.42459,11.72444,SWE,Child,8.6313,Low,8.6313,Obesity
Americas,Female,2015,5.09777,7.92119,6.44888,COL,Child,2.8234200000000005,Low,2.8234200000000005,Obesity
,Both,2013,2.36435,2.66505,2.50953,WB_LMI,Child,0.30069999999999997,Low,0.30069999999999997,Obesity
,Female,2018,1.99537,2.7289,2.34035,SEAR,Child,0.7335299999999998,Low,0.7335299999999998,Obesity
Africa,Male,2021,1.24517,8.52891,4.01387,NER,Child,7.28374,Low,7.28374,Obesity
Western Pacific,Male,2013,16.83724,23.40203,20.03819,BRN,Child,6.564789999999999,Low,6.564789999999999,Obesity
Europe,Female,2019,4.52098,9.34819,6.64119,GEO,Child,4.827210000000001,Low,4.827210000000001,Obesity
,Female,2013,2.02075,2.58413,2.28466,AFR,Child,0.56338,Low,0.56338,Obesity
Americas,Both,2013,10.6335,12.95099,11.78474,PER,Child,2.3174899999999994,Low,2.3174899999999994,Obesity
Western Pacific,Both,2020,18.1734,41.3593,29.86661,ASM,Child,23.185899999999997,Moderate,23.185899999999997,Obesity
Western Pacific,Male,2018,31.82616,46.59273,39.28188,COK,Child,14.766570000000002,High,14.766570000000002,Obesity
Western Pacific,Both,2022,25.72182,45.88097,36.0311,NRU,Child,20.159149999999997,High,20.159149999999997,Obesity
Europe,Both,2019,8.52403,10.9685,9.71403,EST,Child,2.444470000000001,Low,2.444470000000001,Obesity
South-East Asia,Male,2012,0.17951,2.58801,0.90366,BGD,Child,2.4085,Low,2.4085,Obesity
Europe,Male,2020,7.1608,11.11529,8.98469,IRL,Child,3.95449,Low,3.95449,Obesity
,Both,2018,7.98937,9.39476,8.67579,WPR,Child,1.4053899999999997,Low,1.4053899999999997,Obesity
South-East Asia,Both,2020,10.00569,13.13262,11.49867,THA,Child,3.1269299999999998,Low,3.1269299999999998,Obesity
Americas,Male,2021,6.31532,22.78553,13.60203,DOM,Child,16.47021,Low,16.47021,Obesity
Americas,Female,2019,9.80135,29.512,18.97883,BLZ,Child,19.71065,Low,19.71065,Obesity
Europe,Both,2019,2.20881,9.93376,5.29285,UZB,Child,7.72495,Low,7.72495,Obesity
Americas,Female,2022,4.81636,34.25122,17.60871,GRD,Child,29.434860000000004,Low,29.434860000000004,Obesity
,Female,2018,10.56127,12.35585,11.44831,WB_HI,Child,1.7945799999999998,Low,1.7945799999999998,Obesity
Africa,Both,2014,0.34779,2.4087,0.96783,BDI,Child,2.0609100000000002,Low,2.0609100000000002,Obesity
Africa,Male,2019,3.22627,14.41883,7.8006,LBR,Child,11.19256,Low,11.19256,Obesity
Americas,Both,2020,10.67839,36.78987,22.93765,PRI,Child,26.11148,Low,26.11148,Obesity
Americas,Female,2021,7.21688,23.66327,14.52864,GUY,Child,16.44639,Low,16.44639,Obesity
Western Pacific,Male,2015,14.90873,36.08989,24.72168,TON,Child,21.18116,Low,21.18116,Obesity
,Both,2013,8.92163,9.90826,9.39527,EUR,Child,0.9866299999999999,Low,0.9866299999999999,Obesity
Europe,Male,2019,3.64711,8.23617,5.69348,FRA,Child,4.58906,Low,4.58906,Obesity
Europe,Female,2020,3.5716,7.70307,5.37985,ITA,Child,4.13147,Low,4.13147,Obesity
Americas,Female,2017,3.32319,18.91616,9.60343,HND,Child,15.592970000000001,Low,15.592970000000001,Obesity
Africa,Male,2021,0.53662,14.24084,4.71851,LSO,Child,13.704220000000001,Low,13.704220000000001,Obesity
Eastern Mediterranean,Male,2022,3.28543,25.94356,12.22077,TUN,Child,22.65813,Low,22.65813,Obesity
Europe,Female,2020,7.40886,15.13167,10.9212,TUR,Child,7.72281,Low,7.72281,Obesity
Europe,Female,2021,4.87897,9.93019,7.13885,HRV,Child,5.05122,Low,5.05122,Obesity
Eastern Mediterranean,Both,2018,14.99892,29.15789,21.89566,QAT,Child,14.158969999999998,Low,14.158969999999998,Obesity
Europe,Male,2015,4.62196,6.91656,5.7115,ALB,Child,2.2946,Low,2.2946,Obesity
Africa,Both,2018,1.03158,8.541,3.64307,GIN,Child,7.50942,Low,7.50942,Obesity
Africa,Female,2019,0.53771,1.62662,0.98256,BFA,Child,1.0889099999999998,Low,1.0889099999999998,Obesity
Eastern Mediterranean,Female,2015,17.15785,24.316,20.7391,KWT,Child,7.158149999999999,Low,7.158149999999999,Obesity
Africa,Both,2014,1.14138,4.44589,2.23843,GMB,Child,3.3045100000000005,Low,3.3045100000000005,Obesity
Americas,Male,2021,4.42483,28.16845,13.97271,JAM,Child,23.74362,Low,23.74362,Obesity
Western Pacific,Male,2013,2.85867,9.1755,5.49794,SLB,Child,6.3168299999999995,Low,6.3168299999999995,Obesity
Europe,Male,2016,10.96992,13.30296,12.11032,AUT,Child,2.3330400000000004,Low,2.3330400000000004,Obesity
South-East Asia,Male,2013,0.30022,1.41236,0.72301,NPL,Child,1.1121400000000001,Low,1.1121400000000001,Obesity
Americas,Male,2017,5.84175,20.19277,12.18709,DMA,Child,14.351019999999998,Low,14.351019999999998,Obesity
Americas,Female,2013,5.03289,6.45543,5.71126,PER,Child,1.4225399999999997,Low,1.4225399999999997,Obesity
,Female,2015,3.02199,3.9529,3.46444,SEAR,Child,0.9309099999999999,Low,0.9309099999999999,Obesity
Western Pacific,Both,2021,17.4665,25.64299,21.45138,BRN,Child,8.176490000000001,Low,8.176490000000001,Obesity
Africa,Female,2021,0.2488,2.75764,1.02453,BDI,Child,2.5088399999999997,Low,2.5088399999999997,Obesity
Europe,Female,2016,9.08473,10.74368,9.90444,GBR,Child,1.658949999999999,Low,1.658949999999999,Obesity
,Female,2019,3.54015,4.48406,3.99302,WB_LMI,Child,0.9439100000000002,Low,0.9439100000000002,Obesity
Africa,Male,2019,0.70728,12.02486,4.27284,MLI,Child,11.31758,Low,11.31758,Obesity
Europe,Female,2022,7.14625,9.99745,8.49193,SVN,Child,2.8512000000000004,Low,2.8512000000000004,Obesity
Eastern Mediterranean,Both,2012,0.40893,3.6065,1.50135,DJI,Child,3.19757,Low,3.19757,Obesity
Western Pacific,Both,2020,10.40755,24.92984,17.31735,MHL,Child,14.522289999999998,Low,14.522289999999998,Obesity
Eastern Mediterranean,Male,2013,3.66647,9.74877,6.36481,YEM,Child,6.0823,Low,6.0823,Obesity
South-East Asia,Female,2021,5.67471,9.69461,7.59455,THA,Child,4.019900000000001,Low,4.019900000000001,Obesity
Americas,Male,2017,5.38753,8.54373,6.86861,GTM,Child,3.1562,Low,3.1562,Obesity
Europe,Female,2012,2.16251,4.02744,3.00504,RUS,Child,1.8649300000000002,Low,1.8649300000000002,Obesity
Western Pacific,Female,2021,1.25537,7.72056,3.63007,MNG,Child,6.46519,Low,6.46519,Obesity
Europe,Female,2018,1.84932,3.97243,2.79997,CZE,Child,2.12311,Low,2.12311,Obesity
Europe,Female,2013,2.44852,4.09498,3.21452,ALB,Child,1.6464599999999998,Low,1.6464599999999998,Obesity
Europe,Both,2020,4.37365,13.21517,8.23238,BIH,Child,8.841520000000001,Low,8.841520000000001,Obesity
Americas,Both,2020,18.01088,29.26618,23.51494,Bahamas,Child,11.255299999999998,Low,11.255299999999998,Obesity
Europe,Both,2016,7.98282,12.13414,9.92975,MKD,Child,4.15132,Low,4.15132,Obesity
Europe,Male,2015,2.6122,12.99026,6.75248,BLR,Child,10.37806,Low,10.37806,Obesity
Europe,Male,2021,8.70798,16.30591,12.29576,SRB,Child,7.597930000000002,Low,7.597930000000002,Obesity
Eastern Mediterranean,Female,2013,6.23204,8.06428,7.11534,"Iran, Islamic Republic of",Child,1.8322400000000005,Low,1.8322400000000005,Obesity
Eastern Mediterranean,Both,2021,9.44856,16.68811,12.85264,PSE,Child,7.239550000000001,Low,7.239550000000001,Obesity
Europe,Female,2021,4.66231,8.44079,6.42735,CHE,Child,3.77848,Low,3.77848,Obesity
Eastern Mediterranean,Male,2021,2.07353,25.24264,10.84806,SDN,Child,23.169110000000003,Low,23.169110000000003,Obesity
Africa,Female,2019,0.28491,12.72624,3.69248,GNQ,Child,12.44133,Low,12.44133,Obesity
Western Pacific,Female,2016,4.54313,26.00108,13.14394,WSM,Child,21.457950000000004,Low,21.457950000000004,Obesity
Western Pacific,Both,2016,6.37943,22.38043,13.46488,MHL,Child,16.001,Low,16.001,Obesity
Europe,Female,2012,3.41893,5.03243,4.17069,ROU,Child,1.6134999999999997,Low,1.6134999999999997,Obesity
Europe,Both,2016,5.54166,8.91216,7.11494,Armenia,Child,3.3705,Low,3.3705,Obesity
Western Pacific,Female,2012,1.42341,9.99539,4.50015,VUT,Child,8.57198,Low,8.57198,Obesity
Africa,Male,2012,0.39668,5.42862,2.06268,GAB,Child,5.03194,Low,5.03194,Obesity
Americas,Male,2021,6.1004,9.93839,7.93308,GTM,Child,3.8379900000000005,Low,3.8379900000000005,Obesity
Africa,Both,2016,1.13867,9.1748,3.97062,NAM,Child,8.03613,Low,8.03613,Obesity
Americas,Both,2021,14.09918,31.57513,22.35308,BRB,Child,17.47595,Low,17.47595,Obesity
,Both,2018,12.76638,13.98736,13.36004,WB_HI,Child,1.2209800000000008,Low,1.2209800000000008,Obesity
,Both,2012,7.75844,8.76967,8.25771,WPR,Child,1.0112299999999994,Low,1.0112299999999994,Obesity
Americas,Female,2014,3.21198,16.81501,8.65591,HND,Child,13.60303,Low,13.60303,Obesity
Eastern Mediterranean,Male,2014,10.12072,19.50933,14.47093,OMN,Child,9.388609999999998,Low,9.388609999999998,Obesity
Eastern Mediterranean,Male,2014,1.31604,16.61064,6.63619,SDN,Child,15.294599999999999,Low,15.294599999999999,Obesity
Americas,Male,2018,33.70056,49.56294,41.80127,CHL,Child,15.862379999999995,High,15.862379999999995,Obesity
Eastern Mediterranean,Both,2021,4.81511,9.31146,6.88442,PAK,Child,4.4963500000000005,Low,4.4963500000000005,Obesity
Americas,Both,2020,11.19099,27.5871,18.78806,VCT,Child,16.39611,Low,16.39611,Obesity
Europe,Female,2012,0.49737,1.19706,0.79943,UKR,Child,0.69969,Low,0.69969,Obesity
Europe,Female,2013,6.46784,9.56286,7.93028,IRL,Child,3.0950200000000008,Low,3.0950200000000008,Obesity
Europe,Male,2016,5.59897,7.91297,6.69354,ROU,Child,2.314,Low,2.314,Obesity
,Male,2020,6.7992,8.52075,7.60407,EUR,Child,1.7215499999999997,Low,1.7215499999999997,Obesity
Americas,Male,2020,10.66248,33.41944,21.48204,KNA,Child,22.75696,Low,22.75696,Obesity
South-East Asia,Both,2021,8.19717,17.06585,12.22412,MDV,Child,8.868680000000001,Low,8.868680000000001,Obesity
Americas,Female,2013,8.46385,30.15669,18.17569,BRB,Child,21.69284,Low,21.69284,Obesity
Americas,Both,2013,12.77155,23.45569,17.91558,ATG,Child,10.684140000000001,Low,10.684140000000001,Obesity
Africa,Female,2017,7.72973,11.19426,9.35366,ZAF,Child,3.46453,Low,3.46453,Obesity
Western Pacific,Female,2020,6.32462,31.29929,17.36097,NRU,Child,24.97467,Low,24.97467,Obesity
Western Pacific,Female,2014,8.77929,11.71226,10.20392,MYS,Child,2.932970000000001,Low,2.932970000000001,Obesity
Africa,Both,2013,1.72876,5.56431,3.34302,BWA,Child,3.8355499999999996,Low,3.8355499999999996,Obesity
,Female,2017,1.91125,3.01272,2.3997,WB_LI,Child,1.10147,Low,1.10147,Obesity
Europe,Female,2018,1.22726,13.57906,5.56026,Greenland,Child,12.3518,Low,12.3518,Obesity
South-East Asia,Both,2018,0.96316,2.00801,1.41094,BGD,Child,1.04485,Low,1.04485,Obesity
,Female,2020,5.93738,6.83972,6.36541,GLOBAL,Child,0.9023399999999997,Low,0.9023399999999997,Obesity
Europe,Both,2016,6.81411,9.54257,8.1245,ISR,Child,2.728459999999999,Low,2.728459999999999,Obesity
Eastern Mediterranean,Male,2019,3.21442,18.22738,9.07096,TUN,Child,15.01296,Low,15.01296,Obesity
Americas,Male,2020,9.33205,21.86588,15.23449,PRY,Child,12.53383,Low,12.53383,Obesity
Europe,Both,2012,6.76476,9.96878,8.29242,EST,Child,3.2040200000000008,Low,3.2040200000000008,Obesity
Europe,Both,2019,2.91934,5.13869,3.94941,FRA,Child,2.2193500000000004,Low,2.2193500000000004,Obesity
Africa,Male,2022,0.86248,11.30571,4.34443,SWZ,Child,10.44323,Low,10.44323,Obesity
Western Pacific,Female,2012,9.47915,31.26496,19.44181,ASM,Child,21.785809999999998,Low,21.785809999999998,Obesity
Africa,Female,2014,2.95697,6.80666,4.66593,LSO,Child,3.84969,Low,3.84969,Obesity
Europe,Female,2022,1.47695,11.515,5.35482,Greenland,Child,10.03805,Low,10.03805,Obesity
Eastern Mediterranean,Both,2013,2.05899,9.43337,4.8002,AFG,Child,7.37438,Low,7.37438,Obesity
Western Pacific,Both,2017,11.86615,14.98197,13.41671,MYS,Child,3.115820000000001,Low,3.115820000000001,Obesity
Americas,Female,2013,9.19999,22.28061,15.33039,BLZ,Child,13.08062,Low,13.08062,Obesity
Europe,Male,2020,1.37218,5.64085,3.04984,KGZ,Child,4.26867,Low,4.26867,Obesity
Americas,Male,2020,9.32829,35.88381,21.95549,TTO,Child,26.555519999999994,Low,26.555519999999994,Obesity
Western Pacific,Female,2015,7.01111,25.14804,14.90917,PYF,Child,18.13693,Low,18.13693,Obesity
Eastern Mediterranean,Both,2015,8.30557,9.95047,9.10539,"Iran, Islamic Republic of",Child,1.6448999999999998,Low,1.6448999999999998,Obesity
Africa,Female,2015,2.95077,10.62566,6.02128,SWZ,Child,7.6748899999999995,Low,7.6748899999999995,Obesity
Americas,Male,2022,7.52314,15.54912,11.17673,CAN,Child,8.02598,Low,8.02598,Obesity
Eastern Mediterranean,Male,2016,3.11902,5.39655,4.16476,PAK,Child,2.2775300000000005,Low,2.2775300000000005,Obesity
Africa,Both,2022,1.5894,15.87358,6.88223,SSD,Child,14.284180000000001,Low,14.284180000000001,Obesity
Africa,Both,2016,7.48775,18.44642,12.42709,DZA,Child,10.95867,Low,10.95867,Obesity
Europe,Both,2019,3.16597,7.36848,5.05545,NLD,Child,4.20251,Low,4.20251,Obesity
Europe,Male,2016,9.05814,12.79307,10.85129,MNE,Child,3.7349300000000003,Low,3.7349300000000003,Obesity
Americas,Female,2015,6.1355,16.07019,10.60483,DOM,Child,9.93469,Low,9.93469,Obesity
Africa,Both,2012,1.253,2.6802,1.88146,SLE,Child,1.4272000000000002,Low,1.4272000000000002,Obesity
Americas,Male,2018,16.64974,20.21137,18.44299,MEX,Child,3.5616299999999974,Low,3.5616299999999974,Obesity
Eastern Mediterranean,Male,2017,8.66822,15.66345,11.9799,PSE,Child,6.995229999999999,Low,6.995229999999999,Obesity
Europe,Male,2013,5.73536,7.58703,6.63689,DNK,Child,1.8516700000000004,Low,1.8516700000000004,Obesity
Eastern Mediterranean,Both,2018,6.36803,23.92393,14.12639,SYR,Child,17.555899999999998,Low,17.555899999999998,Obesity
Africa,Both,2016,1.84218,11.16864,5.3584,BEN,Child,9.32646,Low,9.32646,Obesity
Western Pacific,Both,2020,29.2649,42.99888,36.23073,NIU,Child,13.733979999999999,High,13.733979999999999,Obesity
Western Pacific,Both,2012,13.05826,27.82646,20.16107,PYF,Child,14.7682,Low,14.7682,Obesity
Western Pacific,Both,2015,14.22618,29.068,21.41371,PYF,Child,14.841820000000002,Low,14.841820000000002,Obesity
Europe,Male,2013,12.19626,18.77045,15.35141,RUS,Child,6.57419,Low,6.57419,Obesity
South-East Asia,Female,2015,1.37747,8.55746,4.00131,BTN,Child,7.179990000000001,Low,7.179990000000001,Obesity
Eastern Mediterranean,Both,2020,16.26473,26.02682,21.05037,KWT,Child,9.76209,Low,9.76209,Obesity
Eastern Mediterranean,Female,2021,12.13785,25.10879,18.13928,ARE,Child,12.970939999999999,Low,12.970939999999999,Obesity
Africa,Female,2022,0.63185,4.01983,1.87479,MWI,Child,3.3879799999999998,Low,3.3879799999999998,Obesity
Americas,Male,2012,2.36235,20.29614,9.20888,NIC,Child,17.933790000000002,Low,17.933790000000002,Obesity
Eastern Mediterranean,Male,2014,2.7713,4.71944,3.6893,PAK,Child,1.9481399999999995,Low,1.9481399999999995,Obesity
Western Pacific,Female,2021,1.24819,18.05231,7.04569,VUT,Child,16.804119999999998,Low,16.804119999999998,Obesity
Africa,Female,2019,2.1805,10.94719,5.68261,BWA,Child,8.76669,Low,8.76669,Obesity
Americas,Both,2018,9.08739,14.96052,11.88917,CRI,Child,5.8731300000000015,Low,5.8731300000000015,Obesity
Europe,Both,2019,7.67905,11.0525,9.30511,ISR,Child,3.37345,Low,3.37345,Obesity
Africa,Female,2020,1.73007,12.30147,5.64631,BWA,Child,10.5714,Low,10.5714,Obesity
Europe,Both,2014,11.06242,14.02945,12.50854,SRB,Child,2.967030000000001,Low,2.967030000000001,Obesity
Eastern Mediterranean,Male,2019,5.66288,26.5445,14.54431,LBY,Child,20.881619999999998,Low,20.881619999999998,Obesity
Africa,Male,2020,0.45635,20.28864,6.42289,CAF,Child,19.83229,Low,19.83229,Obesity
Europe,Both,2019,1.79162,2.85746,2.28597,UKR,Child,1.0658400000000001,Low,1.0658400000000001,Obesity
Europe,Male,2016,1.99535,5.07583,3.31386,TKM,Child,3.0804799999999997,Low,3.0804799999999997,Obesity
Africa,Female,2020,0.89188,12.73424,4.81349,SSD,Child,11.84236,Low,11.84236,Obesity
Europe,Male,2017,13.89025,16.23792,15.05524,SVN,Child,2.347669999999999,Low,2.347669999999999,Obesity
Europe,Both,2017,2.4129,12.6071,6.46573,LUX,Child,10.1942,Low,10.1942,Obesity
Eastern Mediterranean,Male,2021,5.52915,24.80536,13.92382,PSE,Child,19.27621,Low,19.27621,Obesity
Americas,Both,2012,7.01634,8.42352,7.70424,PER,Child,1.4071800000000003,Low,1.4071800000000003,Obesity
Americas,Both,2019,7.93765,14.20954,10.80208,SLV,Child,6.271890000000001,Low,6.271890000000001,Obesity
Western Pacific,Female,2021,19.7577,41.62909,30.48304,TUV,Child,21.871389999999998,High,21.871389999999998,Obesity
Americas,Female,2021,12.11703,37.97929,24.77429,ATG,Child,25.86226,Low,25.86226,Obesity
Africa,Male,2019,0.25015,1.30869,0.64935,ETH,Child,1.0585399999999998,Low,1.0585399999999998,Obesity
Europe,Both,2017,2.33168,11.97886,6.17902,LUX,Child,9.647179999999999,Low,9.647179999999999,Obesity
Western Pacific,Male,2017,13.43811,15.63767,14.50278,KOR,Child,2.19956,Low,2.19956,Obesity
Europe,Male,2019,5.10545,13.64872,8.92528,TUR,Child,8.54327,Low,8.54327,Obesity
Europe,Both,2018,4.48805,6.17188,5.28406,DNK,Child,1.6838299999999995,Low,1.6838299999999995,Obesity
South-East Asia,Female,2014,0.73169,2.27108,1.36479,NPL,Child,1.53939,Low,1.53939,Obesity
